Held,Kategorie,Talent,Eigenschaft 1,Eigenschaft 2,Eigenschaft 3,Modifikator,Erfolg,TaP/ZfP,TaW/ZfW,Eigenschaftswert 1,Eigenschaftswert 2,Eigenschaftswert 3
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,11,16,15,14,12
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,1,10,14,15,15
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,0,1,7,12,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,14,14,14,15,15
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,0,1,8,10,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,9,13,14,15,14
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,0,1,5,9,14,15,12
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,10,13,14,15,14
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,0,1,3,9,14,15,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-7,1,14,14,14,15,15
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,16,16,15,14,12
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,-3,1,10,10,14,15,15
Hanzo Shimada,Meta-Talent,Nahrungsammeln,MU,IN,FF,-3,1,15,15,14,15,13
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,9,1,2,16,15,14,12
Akira Masamune,Natur,Fallenstellen,KL,FF,KK,0,1,7,7,14,13,15
Akira Masamune,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,10,10,13,14,15
Elanor Walham,Körper,Sich verstecken,MU,IN,KK,0,1,5,5,11,15,11
Bargaan Treuwall,Körper,Sich verstecken,MU,IN,KK,0,0,-2,5,15,14,16
Walpurga Hausmännin,Körper,Sich verstecken,MU,IN,KK,0,1,8,8,13,13,12
Bargaan Treuwall,Körper,Sich verstecken,MU,IN,KK,0,1,5,5,15,14,16
Akira Masamune,Körper,Sich verstecken,MU,IN,KK,-3,0,-2,2,13,16,15
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,-3,1,9,9,14,15,12
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,2,9,14,15,10
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,-3,1,3,9,14,15,12
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,-5,1,2,2,13,16,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,13,13,14,15,14
Bargaan Treuwall,Körper,Körperbeherrschung,MU,IN,GE,0,1,6,6,15,14,15
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,10,10,14,13,15
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,0,9,14,10,13
Akira Masamune,Natur,Fesseln/Entfesseln,FF,GE,KK,0,1,4,10,13,14,15
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,6,1,8,14,14,12,11
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,0,0,-4,7,14,15,10
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,16,16,15,14,12
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,4,0,-3,9,14,15,15
Hanzo Shimada,Meta-Talent,Nahrungsammeln,MU,IN,FF,1,1,12,15,14,15,13
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,4,0,-1,9,14,15,15
Akira Masamune,Körper,Sich verstecken,MU,IN,KK,0,1,2,2,13,16,15
Akira Masamune,Wissen,Götter/Kulte,KL,KL,IN,0,1,8,8,14,14,16
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,2,6,14,12,12
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,3,1,2,5,15,15,16
Elanor Walham,Körper,Selbstbeherrschung,MU,KO,KK,3,1,2,9,11,12,11
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,6,1,1,7,13,13,12
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,6,0,-4,9,13,13,15
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,9,14,13,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,13,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-7,1,14,14,14,15,15
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,-3,1,5,11,14,15,12
Hanzo Shimada,Meta-Talent,Nahrungsammeln,MU,IN,FF,1,1,6,15,14,15,13
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,0,9,11,12,11
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,9,9,11,12,11
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,0,0,11,14,15,13
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,4,1,3,9,14,15,15
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,-3,1,13,13,14,15,14
Hanzo Shimada,Meta-Talent,Pirschjagd,MU,IN,GE,5,1,0,13,14,15,14
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,4,1,3,9,14,15,15
Hanzo Shimada,Natur,Fallenstellen,KL,FF,KK,0,1,11,11,14,13,12
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,4,1,0,9,14,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,2,1,2,9,14,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,2,1,5,9,14,15,15
Bargaan Treuwall,Natur,Wildnisleben,IN,GE,KO,2,1,5,9,14,15,15
Akira Masamune,Handwerk,Holzbearbeitung,KL,FF,KK,5,1,3,12,14,13,15
Akira Masamune,Handwerk,Holzbearbeitung,KL,FF,KK,5,1,1,12,14,13,15
Akira Masamune,Handwerk,Holzbearbeitung,KL,FF,KK,5,1,2,12,14,13,15
Akira Masamune,Handwerk,Holzbearbeitung,KL,FF,KK,5,1,6,12,14,13,15
Hanzo Shimada,Wissen,Pflanzenkunde,KL,IN,FF,1,1,9,14,14,15,13
Hanzo Shimada,Wissen,Pflanzenkunde,KL,IN,FF,5,1,9,14,14,15,13
Akira Masamune,Handwerk,Malen/Zeichnen,KL,IN,FF,0,1,1,7,14,16,13
Akira Masamune,Handwerk,Malen/Zeichnen,KL,IN,FF,0,1,3,7,14,16,13
Akira Masamune,Handwerk,Malen/Zeichnen,KL,IN,FF,0,1,0,7,14,16,13
Walpurga Hausmännin,Handwerk,Malen/Zeichnen,KL,IN,FF,0,0,-5,4,14,13,11
Hanzo Shimada,Körper,Singen,IN,CH,CH,0,0,-7,0,15,11,11
Bargaan Treuwall,Handwerk,Schneidern,KL,FF,FF,0,0,-12,0,13,12,12
Bargaan Treuwall,Körper,Tanzen,CH,GE,GE,0,1,0,0,11,15,15
Hanzo Shimada,Körper,Tanzen,CH,GE,GE,0,1,0,0,11,14,14
Elanor Walham,Natur,Orientierung,KL,IN,IN,0,0,-2,2,13,15,15
Elanor Walham,Natur,Orientierung,KL,IN,IN,0,1,1,2,13,15,15
Elanor Walham,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,13,15,15
Elanor Walham,Körper,Athletik,GE,KO,KK,0,0,-3,4,16,12,11
Elanor Walham,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-6,9,11,12,11
Elanor Walham,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,10,13,15,15
Elanor Walham,Körper,Sinnesschärfe,KL,IN,IN,7,1,0,10,13,15,15
Elanor Walham,Körper,Selbstbeherrschung,MU,KO,KK,0,1,2,9,11,12,11
Elanor Walham,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,10,13,15,15
Elanor Walham,Wissen,Magiekunde,KL,KL,IN,0,0,-2,5,13,13,15
Bargaan Treuwall,Körper,Schleichen,MU,IN,GE,0,1,5,5,15,14,15
Bargaan Treuwall,Körper,Reiten,CH,GE,KK,0,0,-1,5,11,15,16
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,0,1,7,7,13,14,14
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,1,5,6,14,12,12
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,13,13,14,15,14
Elanor Walham,Körper,Schleichen,MU,IN,GE,0,1,3,8,11,15,16
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,11,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,14,14,15,15
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,0,1,11,11,14,15,12
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,13,13,14,15,14
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,13,13,14,15,14
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-2,1,13,13,14,15,14
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,1,1,7,9,14,15,11
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,1,1,7,9,14,15,11
Hanzo Shimada,Handwerk,Abrichten,MU,IN,CH,0,1,9,9,14,15,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,13,14,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,11,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,14,14,15,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,11,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,9,14,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,14,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,3,1,7,14,14,15,15
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,1,6,6,14,12,12
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,12,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,14,14,15,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,13,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,13,14,14,15,15
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-3,1,13,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,15,15
Walpurga Hausmännin,Körper,Sich verstecken,MU,IN,KK,0,1,8,8,13,13,12
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,8,1,1,9,14,13,13
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,1,1,7,13,13,12
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,3,0,-1,7,13,13,12
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,3,1,4,7,13,13,12
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,0,1,7,7,13,13,12
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,9,14,14,14,13
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,0,-2,4,14,14,13
Akira Masamune,Wissen,Götter/Kulte,KL,KL,IN,0,1,8,8,14,14,16
Akira Masamune,Wissen,Sagen/Legenden,KL,IN,CH,0,1,3,10,14,16,13
Akira Masamune,Wissen,Sagen/Legenden,KL,IN,CH,3,1,7,10,14,16,13
Elanor Walham,Wissen,Magiekunde,KL,KL,IN,0,1,8,14,14,14,13
Akira Masamune,Wissen,Sagen/Legenden,KL,IN,CH,0,1,10,10,14,16,13
Akira Masamune,Wissen,Götter/Kulte,KL,KL,IN,0,1,2,8,14,14,16
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,1,4,4,14,14,13
Walpurga Hausmännin,Wissen,Sagen/Legenden,KL,IN,CH,0,1,1,7,14,13,12
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-2,6,14,12,12
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,-10,1,13,13,14,15,14
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,4,1,7,13,14,15,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,15,15
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,7,0,-10,9,14,15,11
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,6,9,14,16,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,5,9,14,16,13
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,1,1,11,13,14,15,14
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,0,0,-2,11,14,15,12
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,3,1,4,11,14,15,12
Hanzo Shimada,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-1,6,14,12,12
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,9,1,0,10,14,16,16
Elanor Walham,Körper,Sinnesschärfe,KL,IN,IN,4,1,6,10,13,15,15
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,16,20,14,13,15
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,0,1,6,9,13,13,15
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,0,0,-2,9,13,13,15
Elanor Walham,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,3,11,13,11,12
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,0,1,13,14,14,12,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,1,5,12,13,14,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,6,0,-5,12,13,14,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,6,1,6,12,13,14,11
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,-2,1,4,12,13,14,11
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,10,14,14,14,13
Walpurga Hausmännin,Wissen,Rechtskunde,KL,KL,IN,0,1,3,3,14,14,13
Akira Masamune,Wissen,Rechtskunde,KL,KL,IN,0,1,6,8,14,14,16
Akira Masamune,Wissen,Schätzen,KL,IN,IN,0,1,8,8,14,16,16
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,-3,1,10,10,14,15,15
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,0,-1,9,14,15,11
Hanzo Shimada,Gesellschaft,Menschenkenntnis,KL,IN,CH,3,1,4,9,14,15,11
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,4,1,0,13,14,15,14
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,4,0,-1,11,14,15,12
Elanor Walham,Körper,Schleichen,MU,IN,GE,0,1,5,8,11,15,16
Bargaan Treuwall,Körper,Schleichen,MU,IN,GE,2,1,6,8,15,14,15
Bargaan Treuwall,Körper,Sich verstecken,MU,IN,KK,0,1,2,5,15,14,16
Elanor Walham,Körper,Sich verstecken,MU,IN,KK,0,0,-8,5,11,15,11
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,4,10,14,16,16
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,2,1,11,14,14,15,15
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,14,14,15,15
Bargaan Treuwall,Körper,Sich verstecken,MU,IN,KK,0,0,-1,5,15,14,16
Hanzo Shimada,Körper,Sich verstecken,MU,IN,KK,1,1,8,11,14,15,12
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,0,-2,0,15,14,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,3,1,0,0,15,14,11
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,15,15
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,0,0,15,14,11
Elanor Walham,Körper,Selbstbeherrschung,MU,KO,KK,11,1,0,11,11,12,11
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,3,10,14,13,16
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,2,10,14,13,16
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,10,10,14,13,16
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,6,15,13,16,13
Akira Masamune,Körper,Athletik,GE,KO,KK,0,1,0,10,14,13,16
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,15,15
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,3,1,2,5,15,15,16
Akira Masamune,Wissen,Schätzen,KL,IN,IN,0,1,4,8,14,16,16
Akira Masamune,Handwerk,Holzbearbeitung,KL,FF,KK,9,0,-5,12,14,13,16
Hanzo Shimada,Körper,Athletik,GE,KO,KK,0,0,-3,6,14,12,12
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,6,1,3,9,13,13,16
Bargaan Treuwall,Körper,Athletik,GE,KO,KK,0,1,3,5,15,15,16
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,0,10,13,15,15
Hanzo Shimada,Meta-Talent,Kräutersuchen,MU,IN,FF,5,1,10,15,14,15,13
Walpurga Hausmännin,Wissen,Geographie,KL,KL,IN,0,1,4,4,15,15,13
Akira Masamune,Wissen,Geographie,KL,KL,IN,0,1,3,8,14,14,16
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,14,14,15,15,13
Hanzo Shimada,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,9,9,14,16,11
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,0,1,3,9,14,16,11
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,17,17,13,16,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,7,14,14,16,16
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,3,10,14,16,13
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,10,14,14,16,16
Hanzo Shimada,Natur,Wildnisleben,IN,GE,KO,-3,1,10,16,16,14,12
Akira Masamune,Handwerk,Kochen,KL,IN,FF,0,0,-2,7,14,16,13
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,1,11,11,14,16,13
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,0,1,3,9,13,13,16
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,0,1,6,6,14,12,12
Akira Masamune,Natur,Fischen/Angeln,IN,FF,KK,0,1,0,6,16,13,12
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,2,1,12,14,14,16,16
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,8,1,2,14,14,16,16
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,8,1,2,10,14,16,16
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,12,14,14,16,16
Hanzo Shimada,Wissen,Rechnen,KL,KL,IN,0,0,-3,2,14,14,16
Hanzo Shimada,Wissen,Rechnen,KL,KL,IN,3,1,0,2,14,14,16
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,3,1,6,14,14,16,16
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,3,1,1,10,14,16,16
Hanzo Shimada,Handwerk,Kochen,KL,IN,FF,0,1,11,11,14,16,13
Hanzo Shimada,Natur,Fährtensuchen,KL,IN,IN,0,1,10,10,14,16,16
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,8,0,-12,7,13,12,11
Walpurga Hausmännin,Körper,Selbstbeherrschung,MU,KO,KK,8,0,-6,7,13,12,11
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,0,1,5,9,14,16,11
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,11,15,13,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,15,15,13,16,13
Hanzo Shimada,Körper,Zechen,IN,KO,KK,0,0,-1,3,16,12,12
Walpurga Hausmännin,Körper,Zechen,IN,KO,KK,0,0,-4,0,13,12,11
Hanzo Shimada,Körper,Zechen,IN,KO,KK,0,1,0,3,16,12,12
Walpurga Hausmännin,Körper,Zechen,IN,KO,KK,2,0,-5,0,13,12,11
Hanzo Shimada,Körper,Zechen,IN,KO,KK,4,0,-3,3,16,12,12
Walpurga Hausmännin,Körper,Zechen,IN,KO,KK,4,0,-12,0,13,12,11
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,11,17,13,16,13
Akira Masamune,Natur,Fesseln/Entfesseln,FF,GE,KK,6,1,3,10,13,14,16
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,0,1,9,9,13,13,16
Akira Masamune,Körper,Selbstbeherrschung,MU,KO,KK,4,1,1,9,13,13,16
Bargaan Treuwall,Körper,Selbstbeherrschung,MU,KO,KK,0,1,4,5,15,15,16
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,3,8,13,14,14
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,0,-1,8,13,14,14
Akira Masamune,Wissen,Rechnen,KL,KL,IN,0,0,-2,2,14,14,16
Bargaan Treuwall,Wissen,Rechnen,KL,KL,IN,0,1,2,2,13,13,14
Bargaan Treuwall,Körper,Schwimmen,GE,Ko,KK,0,1,5,5,15,15,16
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,4,1,13,17,13,16,13
Akira Masamune,Körper,Sinnesschärfe,KL,IN,IN,0,1,6,10,14,16,16
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,0,1,8,8,13,14,14
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,0,1,14,14,14,16,16
Walpurga Hausmännin,Körper,Sinnesschärfe,KL,IN,IN,0,1,5,9,15,13,13
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,0,0,-8,9,14,16,11
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,3,0,-1,9,14,16,11
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,8,10,14,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,12,16,13,16,13
Akira Masamune,Körper,Körperbeherrschung,MU,IN,GE,0,1,7,9,13,16,14
Akira Masamune,Wissen,Rechtskunde,KL,KL,IN,0,1,3,8,14,14,16
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,-3,1,13,16,13,16,13
Walpurga Hausmännin,Gesellschaft,Etikette,KL,IN,CH,5,1,0,5,15,13,12
Bargaan Treuwall,Gesellschaft,Etikette,KL,IN,CH,2,1,1,3,13,15,11
Akira Masamune,Gesellschaft,Etikette,KL,IN,CH,0,1,5,5,14,16,13
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,-2,1,8,9,14,16,11
Hanzo Shimada,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,5,9,14,16,11
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,6,6,14,16,13
Hanzo Shimada,Natur,Orientierung,KL,IN,IN,0,1,8,10,14,16,16
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,0,-4,6,14,16,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,9,9,14,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,7,16,13,16,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,9,9,14,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,11,18,13,16,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,3,9,14,16,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,3,1,3,9,14,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,8,18,13,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,6,1,11,18,13,16,13
Akira Masamune,Handwerk,Handel,KL,IN,CH,0,1,12,12,14,16,13
Akira Masamune,Handwerk,Lederarbeiten,KL,FF,FF,0,1,1,4,14,13,13
Akira Masamune,Wissen,Sagen/Legenden,KL,IN,CH,0,1,4,10,14,16,13
Akira Masamune,Wissen,Sagen/Legenden,KL,IN,CH,0,1,10,10,14,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,10,16,13,16,13
Elanor Walham,Natur,Orientierung,KL,IN,IN,0,1,2,2,13,15,15
Bargaan Treuwall,Natur,Orientierung,KL,IN,IN,0,1,6,9,13,15,15
Elanor Walham,Körper,Akrobatik,MU,GE,KK,8,1,7,15,11,16,11
Akira Masamune,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,1,6,14,16,13
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,0,1,9,9,14,16,13
Akira Masamune,Gesellschaft,Überreden,MU,IN,CH,0,1,13,16,13,16,13
Akira Masamune,Gesellschaft,Etikette,KL,IN,CH,0,1,5,5,14,16,13
Hanzo Shimada,Gesellschaft,Überreden,MU,IN,CH,4,1,0,9,14,16,11
Akira Masamune,Gesellschaft,Menschenkenntnis,KL,IN,CH,2,1,7,9,14,16,13
Walpurga Hausmännin,Wissen,Magiekunde,KL,KL,IN,0,1,11,14,15,15,13
Walpurga Hausmännin,Handwerk,Alchemie,MU,KL,FF,0,1,12,15,13,15,11
Akira Masamune,Wissen,Götter/Kulte,KL,KL,IN,0,1,5,8,14,14,16
Walpurga Hausmännin,Wissen,Götter/Kulte,KL,KL,IN,0,1,0,4,15,15,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,4,0,-4,9,14,11,13
Walpurga Hausmännin,Handwerk,Heilkunde Wunden,KL,CH,FF,8,1,8,16,15,12,11
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,4,0,-2,9,14,11,13
Hanzo Shimada,Handwerk,Heilkunde Wunden,KL,CH,FF,6,1,6,16,15,12,11
Akira Masamune,Wissen,Schätzen,KL,IN,IN,0,0,-1,8,14,16,16
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,10,13,14,16,14
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,10,0,-3,8,13,15,15
Hanzo Shimada,Körper,Taschendiebstahl,MU,IN,FF,0,1,10,10,14,16,13
Bargaan Treuwall,Körper,Sinnesschärfe,KL,IN,IN,10,0,-7,8,13,15,12
Hanzo Shimada,Körper,Stimmenimitieren,KL,IN,CH,0,0,-2,7,14,16,11
Bargaan Treuwall,Gesellschaft,Überreden,MU,IN,CH,0,1,0,0,15,15,11
Elanor Walham,Gesellschaft,Überreden,MU,IN,CH,0,0,-6,2,11,15,11
Bargaan Treuwall,Wissen,Götter/Kulte,KL,KL,IN,0,0,-2,3,13,13,15
Elanor Walham,Wissen,Götter/Kulte,KL,KL,IN,0,1,0,0,13,13,15
Hanzo Shimada,Gesellschaft,Gassenwissen,KL,IN,CH,0,1,8,9,14,16,11
Hanzo Shimada,Gesellschaft,Etikette,KL,IN,CH,2,1,4,11,14,16,11
Hanzo Shimada,Wissen,Götter/Kulte,KL,KL,IN,0,1,0,2,14,14,16
Hanzo Shimada,Körper,Sinnesschärfe,KL,IN,IN,-5,1,14,14,14,16,16
Hanzo Shimada,Körper,Schleichen,MU,IN,GE,0,1,12,13,14,16,14
